title_ru,page_num,title_en,href
Моя геройская академия,12,Boku no Hero Academia,https://shikimori.one/animes/31964-boku-no-hero-academia
Корзинка фруктов,12,Fruits Basket 1st Season,https://shikimori.one/animes/38680-fruits-basket-1st-season
Кайдзи,12,Gyakkyou Burai Kaiji: Ultimate Survivor,https://shikimori.one/animes/3002-gyakkyou-burai-kaiji-ultimate-survivor
Мёд и клевер 2,12,Hachimitsu to Clover II,https://shikimori.one/animes/1142-hachimitsu-to-clover-ii
Инициал Ди: Стадия первая,12,Initial D First Stage,https://shikimori.one/animes/z185-initial-d-first-stage
В этом уголке мира,12,Kono Sekai no Katasumi ni,https://shikimori.one/animes/15227-kono-sekai-no-katasumi-ni
Мэйджор 2,12,Major S2,https://shikimori.one/animes/558-major-s2
Бездомный бог: Арагото,12,Noragami Aragoto,https://shikimori.one/animes/z30503-noragami-aragoto
Аватар короля. Фильм,12,Quanzhi Gaoshou zhi Dianfeng Rongyao,https://shikimori.one/animes/40080-quanzhi-gaoshou-zhi-dianfeng-rongyao
Актриса тысячелетия,12,Sennen Joyuu,https://shikimori.one/animes/z1033-sennen-joyuu
Однажды в Токио,12,Tokyo Godfathers,https://shikimori.one/animes/759-tokyo-godfathers
Детектив Конан: Охота на ворона,12,Detective Conan Movie 13: The Raven Chaser,https://shikimori.one/animes/5460-detective-conan-movie-13-the-raven-chaser
Песня боевых принцесс: Мехасимфония 5,12,Senki Zesshou Symphogear XV,https://shikimori.one/animes/32843-senki-zesshou-symphogear-xv
Скет Данс,12,SKET Dance,https://shikimori.one/animes/z9863-sket-dance
Врата Штейна: Найти недостающее звено — Деление на ноль,12,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,https://shikimori.one/animes/z32188-steins-gate-kyoukaimenjou-no-missing-link-divide-by-zero
"Как и ожидалось, моя школьная романтическая жизнь не удалась 2",13,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,https://shikimori.one/animes/23847-yahari-ore-no-seishun-love-comedy-wa-machigatteiru-zoku
Бакуман,13,Bakuman.,https://shikimori.one/animes/7674-bakuman
Яркая Тихая,13,Chihayafuru,https://shikimori.one/animes/z10800-chihayafuru
Судьба/Ночь схватки: Бесконечный мир клинков,13,Fate/stay night: Unlimited Blade Works,https://shikimori.one/animes/z22297-fate-stay-night-unlimited-blade-works
Гинтама: Сказание о Бэнидзакуре — Дополнение,13,Gintama: Shinyaku Benizakura-hen,https://shikimori.one/animes/9735-gintama-shinyaku-benizakura-hen
Когда плачут цикады: Разгадки,13,Higurashi no Naku Koro ni Kai,https://shikimori.one/animes/z1889-higurashi-no-naku-koro-ni-kai
Праздник кукол,13,Hinamatsuri,https://shikimori.one/animes/z36296-hinamatsuri
Инициал Ди: Стадия финальная,13,Initial D Final Stage,https://shikimori.one/animes/22507-initial-d-final-stage
Озорная Такаги 2,13,Karakai Jouzu no Takagi-san 2,https://shikimori.one/animes/38993-karakai-jouzu-no-takagi-san-2
Маленькие проказники! Ещё раз,13,Little Busters!: Refrain,https://shikimori.one/animes/y18195-little-busters-refrain
Ведьмина служба доставки,13,Majo no Takkyuubin,https://shikimori.one/animes/512-majo-no-takkyuubin
Мэйджор 4,13,Major S4,https://shikimori.one/animes/3226-major-s4
Повторная жизнь: Заключительная глава,13,ReLIFE: Kanketsu-hen,https://shikimori.one/animes/z35466-relife-kanketsu-hen
Триплексоголик: Продолжение,13,xxxHOLiC Kei,https://shikimori.one/animes/3091-xxxholic-kei
Сказание о принцессе Кагуя,13,Kaguya-hime no Monogatari,https://shikimori.one/animes/16664-kaguya-hime-no-monogatari
Шёпот сердца,13,Mimi wo Sumaseba,https://shikimori.one/animes/585-mimi-wo-sumaseba
Ох уж этот экстрасенс Сайки Кусуо! Финал,13,Saiki Kusuo no Ψ-nan: Kanketsu-hen,https://shikimori.one/animes/38249-saiki-kusuo-no-nan-kanketsu-hen
Космический Денди 2,13,Space☆Dandy 2nd Season,https://shikimori.one/animes/23327-space-dandy-2nd-season
"Девочка, покорившая время",13,Toki wo Kakeru Shoujo,https://shikimori.one/animes/2236-toki-wo-kakeru-shoujo
Весенняя ночь коротка,13,Yoru wa Mijikashi Arukeyo Otome,https://shikimori.one/animes/34537-yoru-wa-mijikashi-arukeyo-otome
Руки прочь от кинокружка!,14,Eizouken ni wa Te wo Dasu na!,https://shikimori.one/animes/39792-eizouken-ni-wa-te-wo-dasu-na
Сквозь бальный зал,14,Ballroom e Youkoso,https://shikimori.one/animes/34636-ballroom-e-youkoso
Кайдзи 2,14,Gyakkyou Burai Kaiji: Hakairoku-hen,https://shikimori.one/animes/10271-gyakkyou-burai-kaiji-hakairoku-hen
Охотник х Охотник: Остров Жадности,14,Hunter x Hunter: Greed Island,https://shikimori.one/animes/z138-hunter-x-hunter-greed-island
Инуяся: Последний акт,14,InuYasha (TV): Kanketsu-hen,https://shikimori.one/animes/6811-inuyasha-tv-kanketsu-hen
Невероятное приключение ДжоДжо,14,JoJo no Kimyou na Bouken (TV),https://shikimori.one/animes/14719-jojo-no-kimyou-na-bouken-tv
Лиз и синяя птица,14,Liz to Aoi Tori,https://shikimori.one/animes/35677-liz-to-aoi-tori
Мэйджор: Письмо,14,Major: Message,https://shikimori.one/animes/9890-major-message
Гандам: Железнокровные сироты 2,14,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,https://shikimori.one/animes/z33051-mobile-suit-gundam-iron-blooded-orphans-2nd-season
Кошечка из Сакурасо,14,Sakura-sou no Pet na Kanojo,https://shikimori.one/animes/13759-sakura-sou-no-pet-na-kanojo
Триган,14,Trigun,https://shikimori.one/animes/6-trigun
"Прекрасна, как луна",14,Tsuki ga Kirei,https://shikimori.one/animes/34822-tsuki-ga-kirei
Триплексоголик: Клетка,14,xxxHOLiC Rou,https://shikimori.one/animes/6864-xxxholic-rou
Моя геройская академия 4,14,Boku no Hero Academia 4th Season,https://shikimori.one/animes/38408-boku-no-hero-academia-4th-season
Берсерк: Золотой Век III — Сошествие,14,Berserk: Ougon Jidai-hen III - Kourin,https://shikimori.one/animes/12115-berserk-ougon-jidai-hen-iii-kourin
Проза бродячих псов 2,14,Bungou Stray Dogs 2nd Season,https://shikimori.one/animes/32867-bungou-stray-dogs-2nd-season
Путь аса: Акт II,14,Diamond no Ace: Act II,https://shikimori.one/animes/z38731-diamond-no-ace-act-ii
Дарованный,14,Given,https://shikimori.one/animes/39533-given
Первый шаг: Машиба против Кимуры,14,Hajime no Ippo: Mashiba vs. Kimura,https://shikimori.one/animes/265-hajime-no-ippo-mashiba-vs-kimura
Девчонка не промах 2,14,High Score Girl II,https://shikimori.one/animes/39570-high-score-girl-ii
Баскетбол Куроко,15,Kuroko no Basket,https://shikimori.one/animes/11771-kuroko-no-basket
По ту сторону границы: Я буду рядом — Будущее,15,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,https://shikimori.one/animes/28675-kyoukai-no-kanata-movie-2-i-ll-be-here-mirai-hen
Созданный в Бездне: Блуждающие сумерки,15,Made in Abyss Movie 2: Hourou Suru Tasogare,https://shikimori.one/animes/37515-made-in-abyss-movie-2-hourou-suru-tasogare
Ван-Пис: Бегство,15,One Piece Movie 14: Stampede,https://shikimori.one/animes/z38234-one-piece-movie-14-stampede
Клуб свиданий старшей школы Оран,15,Ouran Koukou Host Club,https://shikimori.one/animes/853-ouran-koukou-host-club
Промар,15,Promare,https://shikimori.one/animes/35848-promare
Работа!! 3: Лорд Таканаси,15,Working!!!: Lord of the Takanashi,https://shikimori.one/animes/31715-working-lord-of-the-takanashi
Ария: Природа,15,Aria the Natural,https://shikimori.one/animes/962-aria-the-natural
Сакура — собирательница карт: Запечатанная карта,15,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,https://shikimori.one/animes/372-cardcaptor-sakura-movie-2-fuuin-sareta-card
Дюрарара!!,15,Durarara!!,https://shikimori.one/animes/z6746-durarara
Деревенская глубинка: Каникулы,15,Non Non Biyori Movie: Vacation,https://shikimori.one/animes/36990-non-non-biyori-movie-vacation
Некий научный Рейлган T,15,Toaru Kagaku no Railgun T,https://shikimori.one/animes/38481-toaru-kagaku-no-railgun-t
Ван-Пис: Жестокий мир,15,One Piece Film: Strong World,https://shikimori.one/animes/z4155-one-piece-film-strong-world
Ван-Пис: Z,15,One Piece Film: Z,https://shikimori.one/animes/z12859-one-piece-film-z
Повар-боец Сома: Третье блюдо — Часть II,15,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,https://shikimori.one/animes/36949-shokugeki-no-souma-san-no-sara-tootsuki-ressha-hen
Пираты «Чёрной лагуны»: Второй залп,15,Black Lagoon: The Second Barrage,https://shikimori.one/animes/x1519-black-lagoon-the-second-barrage
Корзинка фруктов 2,15,Fruits Basket 2nd Season,https://shikimori.one/animes/40417-fruits-basket-2nd-season
Стальной алхимик,15,Fullmetal Alchemist,https://shikimori.one/animes/z121-fullmetal-alchemist
"Астра, затерянная в космосе",15,Kanata no Astra,https://shikimori.one/animes/39198-kanata-no-astra
Репетитор-киллер Реборн!,15,Katekyo Hitman Reborn!,https://shikimori.one/animes/1604-katekyo-hitman-reborn
Ван-Пис: Эпизод Мерри — История об ещё одном накаме,16,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,https://shikimori.one/animes/19123-one-piece-episode-of-merry-mou-hitori-no-nakama-no-monogatari
Ох уж этот экстрасенс Сайки Кусуо! Начало,16,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,https://shikimori.one/animes/40542-saiki-kusuo-no-nan-shidou-hen
Ангельские ритмы!,16,Angel Beats!,https://shikimori.one/animes/y6547-angel-beats
Давайте сыграем,16,Asobi Asobase,https://shikimori.one/animes/37171-asobi-asobase
Смертельный парад,16,Death Parade,https://shikimori.one/animes/28223-death-parade
Корзинка фруктов 2,16,Fruits Basket 2nd Season,https://shikimori.one/animes/40417-fruits-basket-2nd-season
Драконий жемчуг Зет,16,Dragon Ball Z,https://shikimori.one/animes/813-dragon-ball-z
Тёмный дворецкий: Глава о цирке,16,Kuroshitsuji: Book of Circus,https://shikimori.one/animes/22145-kuroshitsuji-book-of-circus
Мобильный воин Гандам: Единорог,16,Mobile Suit Gundam Unicorn,https://shikimori.one/animes/z6336-mobile-suit-gundam-unicorn
Чудачества любви не помеха: Положись на меня,16,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,https://shikimori.one/animes/35608-chuunibyou-demo-koi-ga-shitai-movie-take-on-me
Детектив Конан: Худший из кошмаров,16,Detective Conan Movie 20: The Darkest Nightmare,https://shikimori.one/animes/32005-detective-conan-movie-20-the-darkest-nightmare
Дорохедоро,16,Dorohedoro,https://shikimori.one/animes/38668-dorohedoro
Тёмный дворецкий: Глава об убийстве,16,Kuroshitsuji: Book of Murder,https://shikimori.one/animes/z23317-kuroshitsuji-book-of-murder
Лиричная волшебница Наноха 2: Ас ,16,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,https://shikimori.one/animes/10153-mahou-shoujo-lyrical-nanoha-the-movie-2nd-a-s
Доходный дом Иккоку,16,Maison Ikkoku,https://shikimori.one/animes/1453-maison-ikkoku
Нодамэ Кантабиле: Парижская глава,16,Nodame Cantabile: Paris-hen,https://shikimori.one/animes/4477-nodame-cantabile-paris-hen
Деревенская глубинка 2,16,Non Non Biyori Repeat,https://shikimori.one/animes/z23623-non-non-biyori-repeat
Детектив Конан,16,Detective Conan,https://shikimori.one/animes/z235-detective-conan
Детектив Конан: Потерянный корабль в небе,16,Detective Conan Movie 14: The Lost Ship in the Sky,https://shikimori.one/animes/6467-detective-conan-movie-14-the-lost-ship-in-the-sky
Дороро,16,Dororo,https://shikimori.one/animes/37520-dororo
Граф Монте-Кристо,17,Gankutsuou,https://shikimori.one/animes/239-gankutsuou
Невероятное приключение ДжоДжо: Рыцари звёздной пыли,17,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,https://shikimori.one/animes/20899-jojo-no-kimyou-na-bouken-part-3-stardust-crusaders
Кайба,17,Kaiba,https://shikimori.one/animes/3701-kaiba
"Приятно познакомиться, Бог 2",17,Kamisama Hajimemashita◎,https://shikimori.one/animes/z25681-kamisama-hajimemashita
Истории подделок,17,Nisemonogatari,https://shikimori.one/animes/x11597-nisemonogatari
Юная революционерка Утэна,17,Shoujo Kakumei Utena,https://shikimori.one/animes/z440-shoujo-kakumei-utena
Девушки в последнем путешествии,17,Shoujo Shuumatsu Ryokou,https://shikimori.one/animes/35838-shoujo-shuumatsu-ryokou
Шумиха! Спешлы,17,Baccano! Specials,https://shikimori.one/animes/3901-baccano-specials
Драконий жемчуг: Супер — Броли,17,Dragon Ball Super Movie: Broly,https://shikimori.one/animes/z36946-dragon-ball-super-movie-broly
Легенда о героях Галактики: Новый тезис. Межзвёздная война — Часть 3,17,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,https://shikimori.one/animes/36371-ginga-eiyuu-densetsu-die-neue-these-seiran-3
Инициал Ди: Стадия четвёртая,17,Initial D Fourth Stage,https://shikimori.one/animes/z18-initial-d-fourth-stage
Люпен III: Часть V,17,Lupin III: Part 5,https://shikimori.one/animes/35857-lupin-iii-part-5
Невеста чародея: В ожидании путеводной звезды,17,Mahoutsukai no Yome: Hoshi Matsu Hito,https://shikimori.one/animes/32902-mahoutsukai-no-yome-hoshi-matsu-hito
Хранитель священного духа,17,Seirei no Moribito,https://shikimori.one/animes/1827-seirei-no-moribito
